v,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa,H_GPa,CI,IQ,XRD
data_1897,grad22-Cr measure 5 indent 2,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,230.49924788194863,15.262837697112921,0.01971969,38783.55,0.0
data_1898,grad22-Cr measure 5 indent 3,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,228.47972843798595,15.117246943817714,0.01971969,38783.55,0.0
data_1899,grad22-Cr measure 5 indent 4,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,221.31977596608795,15.051760234397367,0.01971969,38783.55,0.0
data_1900,grad22-Cr measure 5 indent 5,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,217.56027251970804,14.766868808483183,0.01971969,38783.55,0.0
data_1901,grad22-Cr measure 6 indent 1,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,217.66132827590198,14.711938602898584,0.01861628,39218.88,0.0
data_1902,grad22-Cr measure 6 indent 2,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,226.29399994098807,15.045718040130334,0.01861628,39218.88,0.0
data_1903,grad22-Cr measure 6 indent 3,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,219.34970655546175,14.569673948461586,0.01861628,39218.88,0.0
data_1904,grad22-Cr measure 6 indent 4,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,229.2635924017938,15.078254416946683,0.01861628,39218.88,0.0
data_1905,grad22-Cr measure 6 indent 5,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,217.17255513191017,15.097000447324916,0.01861628,39218.88,0.0
data_1906,grad22-Cr measure 7 indent 1,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,210.6806193458176,15.401767895809046,0.01966219,35921.08,0.0
data_1907,grad22-Cr measure 7 indent 2,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,213.6345590863184,15.891760765896997,0.01966219,35921.08,0.0
data_1908,grad22-Cr measure 7 indent 3,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,219.55844745297685,15.785117817184387,0.01966219,35921.08,0.0
data_1909,grad22-Cr measure 7 indent 4,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,213.75353702974138,15.290803829869741,0.01966219,35921.08,0.0
data_1910,grad22-Cr measure 7 indent 5,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,213.99414814119078,14.721686908123823,0.01966219,35921.08,0.0
data_1911,grad22-Cr measure 8 indent 1,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,182.22450038437321,12.568538268727615,0.02055995,35953.21,1.0
data_1912,grad22-Cr measure 8 indent 2,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,168.77036808023496,12.528928557070246,0.02055995,35953.21,1.0
data_1913,grad22-Cr measure 8 indent 3,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,167.62875832120562,12.758481699895885,0.02055995,35953.21,1.0
data_1914,grad22-Cr measure 8 indent 4,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,177.0744016897728,12.613781919561328,0.02055995,35953.21,1.0
data_1915,grad22-Cr measure 8 indent 5,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,171.69302739760144,12.597453893430524,0.02055995,35953.21,1.0
data_1916,grad22-Cr measure 9 indent 1,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,161.2833594355133,12.926433146011737,0.08853885,39790.78,1.0
data_1917,grad22-Cr measure 9 indent 2,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.52471054334612,12.66929571237241,0.08853885,39790.78,1.0
data_1918,grad22-Cr measure 9 indent 3,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.22636164218022,12.933846612715655,0.08853885,39790.78,1.0
data_1919,grad22-Cr measure 9 indent 4,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,167.89230449751844,12.71056835976471,0.08853885,39790.78,1.0
data_1920,grad22-Cr measure 9 indent 5,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.7274077354882,12.839976158835622,0.08853885,39790.78,1.0
data_1921,grad22-Cr measure 10 indent 1,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,157.86263667241644,12.857487521141032,0.02582014,35343.68,1.0
data_1922,grad22-Cr measure 10 indent 2,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,161.99770687845427,12.799174684092991,0.02582014,35343.68,1.0
data_1923,grad22-Cr measure 10 indent 3,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,159.40008830235666,12.795698496184414,0.02582014,35343.68,1.0
data_1924,grad22-Cr measure 10 indent 4,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,155.250859514041,12.863524814555714,0.02582014,35343.68,1.0
data_1925,grad22-Cr measure 10 indent 5,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,164.14348863679888,12.770953549184098,0.02582014,35343.68,1.0
data_1926,grad22-NbTiZrMo measure 1 indent 1,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,161.9592215019978,12.569123343455185,0.0147478,35343.68,0
data_1927,grad22-NbTiZrMo measure 1 indent 2,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,157.8614108127102,12.910253895017604,0.0147478,35343.68,0
data_1928,grad22-NbTiZrMo measure 1 indent 3,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,154.03097433641227,12.897022533854903,0.0147478,35343.68,0
data_1929,grad22-NbTiZrMo measure 1 indent 4,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,160.44012483904524,12.775289952320508,0.0147478,35343.68,0
data_1930,grad22-NbTiZrMo measure 1 indent 5,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,160.644965871374,12.785194945849012,0.0147478,35343.68,0
data_1931,grad22-NbTiZrMo measure 2 indent 1,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,157.16558238885855,12.748025047629643,0.0147478,35343.68,0
data_1932,grad22-NbTiZrMo measure 2 indent 2,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,156.8270784095936,12.684403744214322,0.0147478,35343.68,0
data_1933,grad22-NbTiZrMo measure 2 indent 3,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,158.88974631743463,12.735159674132273,0.0147478,35343.68,0
data_1934,grad22-NbTiZrMo measure 2 indent 4,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,153.70580598755095,12.908286064387799,0.0147478,35343.68,0
data_1935,grad22-NbTiZrMo measure 2 indent 5,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,159.0974469115723,12.64466362248643,0.0147478,35343.68,0
data_1936,grad22-NbTiZrMo measure 3 indent 1,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,162.5019581176051,12.550547537362178,0.0147478,35343.68,0
data_1937,grad22-NbTiZrMo measure 3 indent 2,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,159.83738669993102,12.634056458656564,0.0147478,35343.68,0
data_1938,grad22-NbTiZrMo measure 3 indent 3,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,160.2153917620979,12.604424162446831,0.0147478,35343.68,0
data_1939,grad22-NbTiZrMo measure 3 indent 4,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,157.97533748165114,12.62231303551236,0.0147478,35343.68,0
data_1940,grad22-NbTiZrMo measure 3 indent 5,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,153.69620236482854,12.929089840901982,0.0147478,35343.68,0
data_1941,grad22-NbTiZrMo measure 4 indent 1,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,156.20888796932704,12.441179468241224,0.0147478,35343.68,0
data_1942,grad22-NbTiZrMo measure 4 indent 2,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,155.7568227463193,12.44530260803451,0.0147478,35343.68,0
data_1943,grad22-NbTiZrMo measure 4 indent 3,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,156.61747280820094,12.238589072675168,0.0147478,35343.68,0
data_1944,grad22-NbTiZrMo measure 4 indent 4,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,154.33646353534164,12.622546355872501,0.0147478,35343.68,0
data_1945,grad22-NbTiZrMo measure 4 indent 5,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,149.5094878134787,12.77756633778378,0.0147478,35343.68,0
data_1946,grad22-NbTiZrMo measure 5 indent 1,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,151.99803931351914,12.257361876806506,0.0147478,35343.68,0
data_1947,grad22-NbTiZrMo measure 5 indent 2,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,151.3020051818939,12.46010772417091,0.0147478,35343.68,0
data_1948,grad22-NbTiZrMo measure 5 indent 3,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,147.93891600996238,12.440735681716983,0.0147478,35343.68,0
data_1949,grad22-NbTiZrMo measure 5 indent 4,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,147.72572152351728,12.415567113834513,0.0147478,35343.68,0
data_1950,grad22-NbTiZrMo measure 5 indent 5,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,148.13618388727895,12.726776185151735,0.0147478,35343.68,0
data_1951,grad22-NbTiZrMo measure 6 indent 1,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,142.48115082808377,12.458099848224546,0.0147478,35343.68,0
data_1952,grad22-NbTiZrMo measure 6 indent 2,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,152.51802979438375,12.094555949631705,0.0147478,35343.68,0
data_1953,grad22-NbTiZrMo measure 6 indent 3,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,149.86704948689754,12.108537475878414,0.0147478,35343.68,0
data_1954,grad22-NbTiZrMo measure 6 indent 4,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,151.2072812541796,12.051659465231834,0.0147478,35343.68,0
data_1955,grad22-NbTiZrMo measure 6 indent 5,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,151.55325061924273,11.93417733769119,0.0147478,35343.68,0
data_1956,grad22-NbTiZrMo measure 7 indent 1,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,148.96486877697498,11.69305528905038,0.0147478,35343.68,0
data_1957,grad22-NbTiZrMo measure 7 indent 2,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,147.06528380398615,11.978540826173267,0.0147478,35343.68,0
data_1958,grad22-NbTiZrMo measure 7 indent 3,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,146.94133017693667,11.877029235395415,0.0147478,35343.68,0
data_1959,grad22-NbTiZrMo measure 7 indent 4,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,149.32210342212952,12.132200586512052,0.0147478,35343.68,0
data_1960,grad22-NbTiZrMo measure 7 indent 5,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,151.95824296236336,11.747583771979059,0.0147478,35343.68,0
data_1961,grad22-NbTiZrMo measure 8 indent 1,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,143.87848820591137,11.66580351092193,0.0147478,35343.68,0
data_1962,grad22-NbTiZrMo measure 8 indent 2,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,141.25434037171482,11.607840617299228,0.0147478,35343.68,0
data_1963,grad22-NbTiZrMo measure 8 indent 3,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,142.2062485028273,11.623931018562118,0.0147478,35343.68,0
data_1964,grad22-NbTiZrMo measure 8 indent 4,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,139.31551558590797,11.672417680995078,0.0147478,35343.68,0
data_1965,grad22-NbTiZrMo measure 8 indent 5,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,142.43247954173862,11.657448112682461,0.0147478,35343.68,0
data_1966,grad22-NbTiZrMo measure 9 indent 1,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,133.7439372588924,11.365612660215742,0.0147478,35343.68,0
data_1967,grad22-NbTiZrMo measure 9 indent 2,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,131.18716398826217,11.649505259664256,0.0147478,35343.68,0
data_1968,grad22-NbTiZrMo measure 9 indent 3,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,140.1415345610373,11.233985227070281,0.0147478,35343.68,0
data_1969,grad22-NbTiZrMo measure 9 indent 4,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,136.21985337208224,11.36909141255381,0.0147478,35343.68,0
data_1970,grad22-NbTiZrMo measure 9 indent 5,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,138.20066529005086,11.25494877420729,0.0147478,35343.68,0
data_1971,grad22-NbTiZrMo measure 10 indent 1,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,131.77264452303,11.028267149434562,0.0147478,35343.68,0
data_1972,grad22-NbTiZrMo measure 10 indent 2,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,133.0455141997171,11.286475564425597,0.0147478,35343.68,0
data_1973,grad22-NbTiZrMo measure 10 indent 3,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,129.82716939903554,11.376887971188333,0.0147478,35343.68,0
data_1974,grad22-NbTiZrMo measure 10 indent 4,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,126.81528759253973,10.095185447511774,0.0147478,35343.68,0
data_1975,grad22-NbTiZrMo measure 10 indent 5,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,130.0151849401035,11.18304290680856,0.0147478,35343.68,0
data_1976,grad23-Mo measure 1 indent 1,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,309.7311207967331,10.19684577007562,0.46147380000000005,66963.56,1.0
data_1977,grad23-Mo measure 1 indent 2,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,320.4501228524718,10.774714523453016,0.46147380000000005,66963.56,1.0
data_1978,grad23-Mo measure 1 indent 3,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,294.82723124252425,10.224169201857752,0.46147380000000005,66963.56,1.0
data_1979,grad23-Mo measure 1 indent 4,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,310.5555486771985,9.998906864235504,0.46147380000000005,66963.56,1.0
data_1980,grad23-Mo measure 1 indent 5,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,317.1554957968889,9.829138733028337,0.46147380000000005,66963.56,1.0
data_1981,grad23-Mo measure 2 indent 1,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,294.3832123170116,9.832713156223615,0.5649896,74006.25,1.0
data_1982,grad23-Mo measure 2 indent 2,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,297.8458273515325,10.303173348608148,0.5649896,74006.25,1.0
data_1983,grad23-Mo measure 2 indent 3,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,290.1549581320918,9.913402232764218,0.5649896,74006.25,1.0
data_1984,grad23-Mo measure 2 indent 4,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,287.58128397898287,9.461906919823527,0.5649896,74006.25,1.0
data_1985,grad23-Mo measure 2 indent 5,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,313.26287820860097,11.156643429514354,0.5649896,74006.25,1.0
data_1986,grad23-Mo measure 3 indent 1,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,291.9281794890776,10.270286588835015,0.5645266,73128.8,1.0
data_1987,grad23-Mo measure 3 indent 2,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,302.0259900634939,11.341106066975929,0.5645266,73128.8,1.0
data_1988,grad23-Mo measure 3 indent 3,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,280.6489115929388,10.37166564980172,0.5645266,73128.8,1.0
data_1989,grad23-Mo measure 3 indent 4,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,277.90911886246624,10.351267660580207,0.5645266,73128.8,1.0
data_1990,grad23-Mo measure 3 indent 5,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,303.9552765146367,10.363866600713582,0.5645266,73128.8,1.0
data_1991,grad23-Mo measure 4 indent 1,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,321.31122108980026,11.488439754424796,0.42697109999999994,63601.48,1.0
data_1992,grad23-Mo measure 4 indent 2,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,298.61213742438514,10.437339512060111,0.42697109999999994,63601.48,1.0
data_1993,grad23-Mo measure 4 indent 3,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,298.7994166887649,10.979201748161351,0.42697109999999994,63601.48,1.0
data_1994,grad23-Mo measure 4 indent 4,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,279.80793457435016,10.347777445483764,0.42697109999999994,63601.48,1.0
data_1995,grad23-Mo measure 4 indent 5,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,286.14873313696626,10.591542723905647,0.42697109999999994,63601.48,1.0
data_1996,grad23-Mo measure 5 indent 1,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,289.969370897559,10.826274572263499,0.5419480999999999,70957.41,1.0
data_1997,grad23-Mo measure 5 indent 2,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,286.1400975322506,10.913037134687116,0.5419480999999999,70957.41,1.0
data_1998,grad23-Mo measure 5 indent 3,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,312.86823549979766,11.437388909967426,0.5419480999999999,70957.41,1.0
data_1999,grad23-Mo measure 5 indent 4,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,283.17484432519257,11.101215717449643,0.5419480999999999,70957.41,1.0
data_2000,grad23-Mo measure 5 indent 5,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,276.7796011867641,10.39994652286474,0.5419480999999999,70957.41,1.0
data_2001,grad23-Mo measure 6 indent 1,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,374.49119853223084,13.82473054067785,0.4710934,64109.49,1.0
data_2002,grad23-Mo measure 6 indent 2,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,293.2380783483003,11.925089827945017,0.4710934,64109.49,1.0
data_2003,grad23-Mo measure 6 indent 3,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,301.9112023217707,12.773568056763494,0.4710934,64109.49,1.0
data_2004,grad23-Mo measure 6 indent 4,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,291.1637883163229,11.559497382222832,0.4710934,64109.49,1.0
data_2005,grad23-Mo measure 6 indent 5,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,204.69141341962046,7.081881777168569,0.4710934,64109.49,1.0
data_2006,grad23-Mo measure 7 indent 1,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,273.6847267864585,10.955470027574187,0.3266844,59545.09,1.0
data_2007,grad23-Mo measure 7 indent 2,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,301.68632585410194,13.345464923999245,0.3266844,59545.09,1.0
data_2008,grad23-Mo measure 7 indent 3,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,278.5650104238183,10.980829118816839,0.3266844,59545.09,1.0
data_2009,grad23-Mo measure 7 indent 4,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,301.90627118208477,12.635292780525306,0.3266844,59545.09,1.0
data_2010,grad23-Mo measure 7 indent 5,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,295.27516215368524,12.442574923808195,0.3266844,59545.09,1.0
data_2011,grad23-Mo measure 8 indent 1,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,276.72881436176414,11.58472919408644,0.43135329999999994,60478.46,1.0
data_2012,grad23-Mo measure 8 indent 2,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,300.5744838465337,13.253632646343057,0.43135329999999994,60478.46,1.0
data_2013,grad23-Mo measure 8 indent 3,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,287.26932885190797,11.964034511981847,0.43135329999999994,60478.46,1.0
data_2014,grad23-Mo measure 8 indent 4,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,282.66246358842415,10.878532711227619,0.43135329999999994,60478.46,1.0
data_2015,grad23-Mo measure 8 indent 5,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,249.82066134957617,9.712377745858424,0.43135329999999994,60478.46,1.0
data_2016,grad23-Mo measure 9 indent 1,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,270.3497274978456,12.12741396291018,0.3949426,58081.49,1.0
data_2017,grad23-Mo measure 9 indent 2,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,282.8498041377139,12.43762423685758,0.3949426,58081.49,1.0
data_2018,grad23-Mo measure 9 indent 3,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,268.59935575598536,12.44863485612116,0.3949426,58081.49,1.0
data_2019,grad23-Mo measure 9 indent 4,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,245.2061279538089,9.917877371500863,0.3949426,58081.49,1.0
data_2020,grad23-Mo measure 9 indent 5,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,276.3629354873613,11.877526238296348,0.3949426,58081.49,1.0
data_2021,grad23-Mo measure 10 indent 1,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,254.97094304495243,11.43065900779941,0.23756420000000003,48838.61,1.0
data_2022,grad23-Mo measure 10 indent 2,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,275.5160418752607,12.71236242957449,0.23756420000000003,48838.61,1.0
data_2023,grad23-Mo measure 10 indent 3,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,252.48365869824823,12.13016243610506,0.23756420000000003,48838.61,1.0
data_2024,grad23-Mo measure 10 indent 4,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,283.51192195730283,13.094172539769934,0.23756420000000003,48838.61,1.0
data_2025,grad23-Mo measure 10 indent 5,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,284.2285878378233,13.18047250033556,0.23756420000000003,48838.61,1.0
data_2026,grad23-Mo measure 11 indent 1,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,239.37559745077465,11.751244206716711,0.1300248,43373.66,1.0
data_2027,grad23-Mo measure 11 indent 2,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,277.22480572102734,13.509207577523533,0.1300248,43373.66,1.0
data_2028,grad23-Mo measure 11 indent 3,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,259.7955780166059,12.867038173408947,0.1300248,43373.66,1.0
data_2029,grad23-Mo measure 11 indent 4,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,236.39817527871796,11.598488490340332,0.1300248,43373.66,1.0
data_2030,grad23-Mo measure 11 indent 5,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,237.7554138188252,11.44022512048136,0.1300248,43373.66,1.0
data_2031,grad23-NbZr measure 1 indent 1,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,239.2028657168895,13.423418263869092,0.18971500000000002,45915.44,1.0
data_2032,grad23-NbZr measure 1 indent 2,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,240.77154578462552,12.453002820280583,0.18971500000000002,45915.44,1.0
data_2033,grad23-NbZr measure 1 indent 3,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,249.92797593780202,13.411467019582545,0.18971500000000002,45915.44,1.0
data_2034,grad23-NbZr measure 1 indent 4,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,242.73348804688567,14.020639503297026,0.18971500000000002,45915.44,1.0
data_2035,grad23-NbZr measure 1 indent 5,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,250.42240929972775,13.285535265776375,0.18971500000000002,45915.44,1.0
data_2036,grad23-NbZr measure 2 indent 1,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,226.74226963636679,13.431909093676072,0.1412614,43403.86,1.0
data_2037,grad23-NbZr measure 2 indent 2,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,230.28806585216637,12.474944084446758,0.1412614,43403.86,1.0
data_2038,grad23-NbZr measure 2 indent 3,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,241.6021553706584,13.471358738433397,0.1412614,43403.86,1.0
data_2039,grad23-NbZr measure 2 indent 4,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,225.64200197700757,12.012699101356006,0.1412614,43403.86,1.0
data_2040,grad23-NbZr measure 2 indent 5,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,238.81088285466126,13.405077684813874,0.1412614,43403.86,1.0
data_2041,grad23-NbZr measure 3 indent 1,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,220.23753937749098,12.161456217461145,0.1239337,42140.93,1.0
data_2042,grad23-NbZr measure 3 indent 2,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,231.4194788062916,13.760444244602324,0.1239337,42140.93,1.0
