,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,H_GPa
data_1814,grad21-Cr measure 12 indent 4,0.0,17.68,22.09,0.0,60.23,0.0,23.83,30.74,0.0,45.43,19.577333737499785
data_1815,grad21-Cr measure 12 indent 5,0.0,17.68,22.09,0.0,60.23,0.0,23.83,30.74,0.0,45.43,19.289770561008897
data_1816,grad21-NbMo measure 1 indent 1,0.0,19.15,24.0,0.0,56.86,0.0,25.28,32.71,0.0,42.01,18.541368900819492
data_1817,grad21-NbMo measure 1 indent 2,0.0,19.15,24.0,0.0,56.86,0.0,25.28,32.71,0.0,42.01,17.713906592416905
data_1818,grad21-NbMo measure 1 indent 3,0.0,19.15,24.0,0.0,56.86,0.0,25.28,32.71,0.0,42.01,18.412489000556917
data_1821,grad21-NbMo measure 2 indent 1,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,19.023134052995427
data_1822,grad21-NbMo measure 2 indent 2,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,18.307988660644032
data_1823,grad21-NbMo measure 2 indent 3,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,19.906741889145586
data_1824,grad21-NbMo measure 2 indent 4,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,18.680316268907717
data_1825,grad21-NbMo measure 2 indent 5,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,18.80449027600466
data_1826,grad21-NbMo measure 3 indent 1,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,17.210809241549107
data_1827,grad21-NbMo measure 3 indent 2,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,17.426453711701367
data_1830,grad21-NbMo measure 3 indent 5,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,17.47732043798365
data_1831,grad21-NbMo measure 4 indent 1,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,15.145778174259197
data_1832,grad21-NbMo measure 4 indent 2,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,14.0716429786325
data_1833,grad21-NbMo measure 4 indent 3,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,16.77145548697068
data_1834,grad21-NbMo measure 4 indent 4,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,16.34365377413519
data_1835,grad21-NbMo measure 4 indent 5,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,17.462157495597218
data_1836,grad21-NbMo measure 5 indent 1,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,17.286876940031277
data_1837,grad21-NbMo measure 5 indent 2,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,15.67406807769512
data_1838,grad21-NbMo measure 5 indent 3,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,16.58759723231249
data_1839,grad21-NbMo measure 5 indent 4,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,14.6387253578313
data_1840,grad21-NbMo measure 5 indent 5,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,13.969151775511797
data_1841,grad21-NbMo measure 6 indent 1,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,14.365338574738672
data_1842,grad21-NbMo measure 6 indent 2,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,17.234525090058575
data_1843,grad21-NbMo measure 6 indent 3,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,16.90332050478752
data_1844,grad21-NbMo measure 6 indent 4,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,16.548474980413232
data_1845,grad21-NbMo measure 6 indent 5,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,15.764754635238727
data_1846,grad21-NbMo measure 7 indent 1,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,16.97079880419153
data_1847,grad21-NbMo measure 7 indent 2,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,17.289463776403345
data_1848,grad21-NbMo measure 7 indent 3,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,17.64279490422353
data_1850,grad21-NbMo measure 7 indent 5,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,17.61822135359104
data_1851,grad21-NbMo measure 8 indent 1,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,18.014513196133446
data_1852,grad21-NbMo measure 8 indent 2,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,17.17064446276876
data_1853,grad21-NbMo measure 8 indent 3,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,16.790457437433446
data_1854,grad21-NbMo measure 8 indent 4,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,18.11983299626774
data_1855,grad21-NbMo measure 8 indent 5,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,17.094939715840148
data_1856,grad21-NbMo measure 9 indent 1,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,16.03208497267765
data_1857,grad21-NbMo measure 9 indent 2,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,17.238175128946743
data_1858,grad21-NbMo measure 9 indent 3,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,16.525154669701273
data_1859,grad21-NbMo measure 9 indent 4,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,16.07586031098553
data_1860,grad21-NbMo measure 9 indent 5,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,16.782637636286115
data_1861,grad21-NbMo measure 10 indent 1,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,16.85276367202994
data_1862,grad21-NbMo measure 10 indent 2,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,16.348214495260123
data_1863,grad21-NbMo measure 10 indent 3,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,16.792516635016618
data_1864,grad21-NbMo measure 10 indent 4,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,15.525826665112357
data_1865,grad21-NbMo measure 10 indent 5,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,17.221264393159608
data_1866,grad21-NbMo measure 11 indent 1,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,16.40877258005577
data_1867,grad21-NbMo measure 11 indent 2,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,15.554089706205435
data_1868,grad21-NbMo measure 11 indent 3,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,15.968512042891058
data_1869,grad21-NbMo measure 11 indent 4,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,15.890769288372994
data_1870,grad21-NbMo measure 11 indent 5,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,16.315105785928377
data_1871,grad21-NbMo measure 12 indent 1,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,16.27416216453965
data_1872,grad21-NbMo measure 12 indent 2,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,16.32428434909191
data_1873,grad21-NbMo measure 12 indent 3,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,15.496642203400613
data_1874,grad21-NbMo measure 12 indent 4,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,16.20882170968405
data_1875,grad21-NbMo measure 12 indent 5,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,15.699037494937489
data_1876,grad22-Cr measure 1 indent 1,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,12.427933645436578
data_1877,grad22-Cr measure 1 indent 2,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,13.624702741701995
data_1878,grad22-Cr measure 1 indent 3,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,13.353354507011836
data_1879,grad22-Cr measure 1 indent 4,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,12.992713780425799
data_1880,grad22-Cr measure 1 indent 5,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,13.906553641088385
data_1881,grad22-Cr measure 2 indent 1,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,12.209719557911718
data_1882,grad22-Cr measure 2 indent 2,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,12.583893485145921
data_1883,grad22-Cr measure 2 indent 3,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,13.47913143346846
data_1884,grad22-Cr measure 2 indent 4,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,10.535716174007952
data_1885,grad22-Cr measure 2 indent 5,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,14.104628817032753
data_1886,grad22-Cr measure 3 indent 1,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,13.683529585745447
data_1887,grad22-Cr measure 3 indent 2,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,13.334404225398337
data_1888,grad22-Cr measure 3 indent 3,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,12.803857729334336
data_1889,grad22-Cr measure 3 indent 4,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,12.785202650020892
data_1890,grad22-Cr measure 3 indent 5,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,13.429128946522292
data_1891,grad22-Cr measure 4 indent 1,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,14.07667215984444
data_1892,grad22-Cr measure 4 indent 2,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,14.665265651697762
data_1893,grad22-Cr measure 4 indent 3,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,14.622608304423471
data_1894,grad22-Cr measure 4 indent 4,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,14.832107925779727
data_1895,grad22-Cr measure 4 indent 5,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,14.493477196166651
data_1896,grad22-Cr measure 5 indent 1,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,15.010800412055094
data_1897,grad22-Cr measure 5 indent 2,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,15.262837697112921
data_1898,grad22-Cr measure 5 indent 3,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,15.117246943817714
data_1899,grad22-Cr measure 5 indent 4,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,15.051760234397367
data_1900,grad22-Cr measure 5 indent 5,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,14.766868808483183
data_1901,grad22-Cr measure 6 indent 1,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,14.711938602898584
data_1902,grad22-Cr measure 6 indent 2,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,15.045718040130334
data_1903,grad22-Cr measure 6 indent 3,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,14.569673948461586
data_1904,grad22-Cr measure 6 indent 4,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,15.078254416946683
data_1905,grad22-Cr measure 6 indent 5,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,15.097000447324916
data_1906,grad22-Cr measure 7 indent 1,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,15.401767895809046
data_1907,grad22-Cr measure 7 indent 2,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,15.891760765896997
data_1908,grad22-Cr measure 7 indent 3,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,15.785117817184387
data_1909,grad22-Cr measure 7 indent 4,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,15.290803829869741
data_1910,grad22-Cr measure 7 indent 5,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,14.721686908123823
data_1911,grad22-Cr measure 8 indent 1,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,12.568538268727615
data_1912,grad22-Cr measure 8 indent 2,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,12.528928557070246
data_1913,grad22-Cr measure 8 indent 3,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,12.758481699895885
data_1914,grad22-Cr measure 8 indent 4,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,12.613781919561328
data_1915,grad22-Cr measure 8 indent 5,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,12.597453893430524
data_1916,grad22-Cr measure 9 indent 1,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,12.926433146011737
data_1917,grad22-Cr measure 9 indent 2,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,12.66929571237241
data_1918,grad22-Cr measure 9 indent 3,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,12.933846612715655
data_1919,grad22-Cr measure 9 indent 4,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,12.71056835976471
data_1920,grad22-Cr measure 9 indent 5,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,12.839976158835622
data_1921,grad22-Cr measure 10 indent 1,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,12.857487521141032
data_1922,grad22-Cr measure 10 indent 2,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,12.799174684092991
data_1923,grad22-Cr measure 10 indent 3,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,12.795698496184414
data_1924,grad22-Cr measure 10 indent 4,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,12.863524814555714
data_1925,grad22-Cr measure 10 indent 5,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,12.770953549184098
data_1926,grad22-NbTiZrMo measure 1 indent 1,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,12.569123343455185
data_1927,grad22-NbTiZrMo measure 1 indent 2,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,12.910253895017604
data_1928,grad22-NbTiZrMo measure 1 indent 3,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,12.897022533854903
data_1929,grad22-NbTiZrMo measure 1 indent 4,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,12.775289952320508
data_1930,grad22-NbTiZrMo measure 1 indent 5,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,12.785194945849012
data_1931,grad22-NbTiZrMo measure 2 indent 1,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,12.748025047629643
data_1932,grad22-NbTiZrMo measure 2 indent 2,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,12.684403744214322
data_1933,grad22-NbTiZrMo measure 2 indent 3,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,12.735159674132273
data_1934,grad22-NbTiZrMo measure 2 indent 4,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,12.908286064387799
data_1935,grad22-NbTiZrMo measure 2 indent 5,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,12.64466362248643
data_1937,grad22-NbTiZrMo measure 3 indent 2,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,12.634056458656564
data_1938,grad22-NbTiZrMo measure 3 indent 3,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,12.604424162446831
data_1939,grad22-NbTiZrMo measure 3 indent 4,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,12.62231303551236
data_1941,grad22-NbTiZrMo measure 4 indent 1,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,12.441179468241224
data_1942,grad22-NbTiZrMo measure 4 indent 2,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,12.44530260803451
data_1943,grad22-NbTiZrMo measure 4 indent 3,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,12.238589072675168
data_1944,grad22-NbTiZrMo measure 4 indent 4,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,12.622546355872501
data_1945,grad22-NbTiZrMo measure 4 indent 5,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,12.77756633778378
data_1946,grad22-NbTiZrMo measure 5 indent 1,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,12.257361876806506
data_1947,grad22-NbTiZrMo measure 5 indent 2,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,12.46010772417091
data_1948,grad22-NbTiZrMo measure 5 indent 3,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,12.440735681716983
data_1949,grad22-NbTiZrMo measure 5 indent 4,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,12.415567113834513
data_1950,grad22-NbTiZrMo measure 5 indent 5,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,12.726776185151735
data_1952,grad22-NbTiZrMo measure 6 indent 2,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,12.094555949631705
data_1953,grad22-NbTiZrMo measure 6 indent 3,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,12.108537475878414
data_1954,grad22-NbTiZrMo measure 6 indent 4,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,12.051659465231834
data_1956,grad22-NbTiZrMo measure 7 indent 1,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,11.69305528905038
data_1957,grad22-NbTiZrMo measure 7 indent 2,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,11.978540826173267
data_1958,grad22-NbTiZrMo measure 7 indent 3,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,11.877029235395415
data_1959,grad22-NbTiZrMo measure 7 indent 4,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,12.132200586512052
data_1960,grad22-NbTiZrMo measure 7 indent 5,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,11.747583771979059
data_1961,grad22-NbTiZrMo measure 8 indent 1,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,11.66580351092193
data_1962,grad22-NbTiZrMo measure 8 indent 2,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,11.607840617299228
data_1963,grad22-NbTiZrMo measure 8 indent 3,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,11.623931018562118
data_1964,grad22-NbTiZrMo measure 8 indent 4,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,11.672417680995078
data_1965,grad22-NbTiZrMo measure 8 indent 5,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,11.657448112682461
data_1966,grad22-NbTiZrMo measure 9 indent 1,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,11.365612660215742
data_1968,grad22-NbTiZrMo measure 9 indent 3,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,11.233985227070281
data_1969,grad22-NbTiZrMo measure 9 indent 4,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,11.36909141255381
data_1970,grad22-NbTiZrMo measure 9 indent 5,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,11.25494877420729
data_1971,grad22-NbTiZrMo measure 10 indent 1,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,11.028267149434562
data_1972,grad22-NbTiZrMo measure 10 indent 2,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,11.286475564425597
data_1973,grad22-NbTiZrMo measure 10 indent 3,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,11.376887971188333
data_1975,grad22-NbTiZrMo measure 10 indent 5,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,11.18304290680856
data_1976,grad23-Mo measure 1 indent 1,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,10.19684577007562
data_1977,grad23-Mo measure 1 indent 2,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,10.774714523453016
data_1978,grad23-Mo measure 1 indent 3,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,10.224169201857752
data_1979,grad23-Mo measure 1 indent 4,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,9.998906864235504
data_1980,grad23-Mo measure 1 indent 5,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,9.829138733028337
data_1981,grad23-Mo measure 2 indent 1,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,9.832713156223615
data_1982,grad23-Mo measure 2 indent 2,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,10.303173348608148
data_1983,grad23-Mo measure 2 indent 3,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,9.913402232764218
data_1984,grad23-Mo measure 2 indent 4,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,9.461906919823527
data_1985,grad23-Mo measure 2 indent 5,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,11.156643429514354
data_1988,grad23-Mo measure 3 indent 3,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,10.37166564980172
data_1989,grad23-Mo measure 3 indent 4,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,10.351267660580207
data_1990,grad23-Mo measure 3 indent 5,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,10.363866600713582
data_1991,grad23-Mo measure 4 indent 1,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,11.488439754424796
data_1992,grad23-Mo measure 4 indent 2,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,10.437339512060111
data_1993,grad23-Mo measure 4 indent 3,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,10.979201748161351
data_1994,grad23-Mo measure 4 indent 4,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,10.347777445483764
data_1995,grad23-Mo measure 4 indent 5,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,10.591542723905647
data_1996,grad23-Mo measure 5 indent 1,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,10.826274572263499
data_1997,grad23-Mo measure 5 indent 2,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,10.913037134687116
data_1998,grad23-Mo measure 5 indent 3,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,11.437388909967426
data_1999,grad23-Mo measure 5 indent 4,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,11.101215717449643
data_2000,grad23-Mo measure 5 indent 5,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,10.39994652286474
data_2001,grad23-Mo measure 6 indent 1,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,13.82473054067785
data_2002,grad23-Mo measure 6 indent 2,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,11.925089827945017
data_2003,grad23-Mo measure 6 indent 3,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,12.773568056763494
data_2004,grad23-Mo measure 6 indent 4,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,11.559497382222832
data_2006,grad23-Mo measure 7 indent 1,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,10.955470027574187
data_2007,grad23-Mo measure 7 indent 2,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,13.345464923999245
data_2008,grad23-Mo measure 7 indent 3,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,10.980829118816839
data_2009,grad23-Mo measure 7 indent 4,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,12.635292780525306
data_2010,grad23-Mo measure 7 indent 5,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,12.442574923808195
data_2011,grad23-Mo measure 8 indent 1,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,11.58472919408644
data_2012,grad23-Mo measure 8 indent 2,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,13.253632646343057
data_2013,grad23-Mo measure 8 indent 3,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,11.964034511981847
data_2014,grad23-Mo measure 8 indent 4,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,10.878532711227619
data_2015,grad23-Mo measure 8 indent 5,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,9.712377745858424
data_2016,grad23-Mo measure 9 indent 1,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,12.12741396291018
data_2017,grad23-Mo measure 9 indent 2,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,12.43762423685758
data_2018,grad23-Mo measure 9 indent 3,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,12.44863485612116
data_2020,grad23-Mo measure 9 indent 5,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,11.877526238296348
data_2021,grad23-Mo measure 10 indent 1,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,11.43065900779941
data_2022,grad23-Mo measure 10 indent 2,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,12.71236242957449
data_2023,grad23-Mo measure 10 indent 3,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,12.13016243610506
