,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa
data_1821,grad21-NbMo measure 2 indent 1,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,261.5431988008257
data_1822,grad21-NbMo measure 2 indent 2,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,256.6508999590732
data_1823,grad21-NbMo measure 2 indent 3,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,273.45381785902
data_1824,grad21-NbMo measure 2 indent 4,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,253.6436985637814
data_1825,grad21-NbMo measure 2 indent 5,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,263.2630402044185
data_1826,grad21-NbMo measure 3 indent 1,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,263.7872807100857
data_1827,grad21-NbMo measure 3 indent 2,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,249.0474041616884
data_1828,grad21-NbMo measure 3 indent 3,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,245.29187756870186
data_1829,grad21-NbMo measure 3 indent 4,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,282.0004972785472
data_1830,grad21-NbMo measure 3 indent 5,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,287.58855476366335
data_1831,grad21-NbMo measure 4 indent 1,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,251.88031260188825
data_1832,grad21-NbMo measure 4 indent 2,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,239.19771793411337
data_1833,grad21-NbMo measure 4 indent 3,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,256.85004651257543
data_1834,grad21-NbMo measure 4 indent 4,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,244.81530105583226
data_1835,grad21-NbMo measure 4 indent 5,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,266.0522227892061
data_1836,grad21-NbMo measure 5 indent 1,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,282.24710901920866
data_1837,grad21-NbMo measure 5 indent 2,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,260.4440949320638
data_1838,grad21-NbMo measure 5 indent 3,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,267.5678788174739
data_1839,grad21-NbMo measure 5 indent 4,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,249.8553540623259
data_1840,grad21-NbMo measure 5 indent 5,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,249.95728086641566
data_1841,grad21-NbMo measure 6 indent 1,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,252.75366850627194
data_1842,grad21-NbMo measure 6 indent 2,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,277.1182186949484
data_1843,grad21-NbMo measure 6 indent 3,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,254.69483265162356
data_1844,grad21-NbMo measure 6 indent 4,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,269.5103139513343
data_1845,grad21-NbMo measure 6 indent 5,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,261.53847957210684
data_1846,grad21-NbMo measure 7 indent 1,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,278.2805067255275
data_1847,grad21-NbMo measure 7 indent 2,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,258.76127791847256
data_1848,grad21-NbMo measure 7 indent 3,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,270.780032686927
data_1849,grad21-NbMo measure 7 indent 4,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,262.4301848155049
data_1850,grad21-NbMo measure 7 indent 5,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,254.59610114215752
data_1851,grad21-NbMo measure 8 indent 1,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,268.87138961353685
data_1852,grad21-NbMo measure 8 indent 2,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,270.06987273897556
data_1853,grad21-NbMo measure 8 indent 3,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,253.35420162516266
data_1854,grad21-NbMo measure 8 indent 4,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,278.1655104671193
data_1855,grad21-NbMo measure 8 indent 5,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,263.0072154796869
data_1856,grad21-NbMo measure 9 indent 1,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,237.47110084363513
data_1857,grad21-NbMo measure 9 indent 2,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,246.45411513356575
data_1858,grad21-NbMo measure 9 indent 3,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,229.44127258185407
data_1859,grad21-NbMo measure 9 indent 4,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,242.68936601167155
data_1860,grad21-NbMo measure 9 indent 5,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,250.94503394887963
data_1861,grad21-NbMo measure 10 indent 1,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,241.2672973205637
data_1862,grad21-NbMo measure 10 indent 2,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,252.54537889172445
data_1863,grad21-NbMo measure 10 indent 3,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,248.93222896586522
data_1864,grad21-NbMo measure 10 indent 4,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,237.00925168096893
data_1865,grad21-NbMo measure 10 indent 5,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,243.9603285260401
data_1866,grad21-NbMo measure 11 indent 1,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,246.43077032990362
data_1867,grad21-NbMo measure 11 indent 2,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,236.12361172849722
data_1868,grad21-NbMo measure 11 indent 3,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,261.1355964765574
data_1869,grad21-NbMo measure 11 indent 4,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,244.38608294295486
data_1870,grad21-NbMo measure 11 indent 5,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,244.91811242055854
data_1871,grad21-NbMo measure 12 indent 1,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,240.7802051698112
data_1872,grad21-NbMo measure 12 indent 2,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,248.27097832503088
data_1873,grad21-NbMo measure 12 indent 3,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,238.1067011398331
data_1874,grad21-NbMo measure 12 indent 4,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,226.86112343454013
data_1875,grad21-NbMo measure 12 indent 5,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,238.65583072094515
data_1876,grad22-Cr measure 1 indent 1,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,233.65307453551202
data_1877,grad22-Cr measure 1 indent 2,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,246.28463355400288
data_1878,grad22-Cr measure 1 indent 3,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,250.26564202728974
data_1879,grad22-Cr measure 1 indent 4,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,234.67543855222343
data_1880,grad22-Cr measure 1 indent 5,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,244.42847391781598
data_1881,grad22-Cr measure 2 indent 1,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,230.9142310078733
data_1882,grad22-Cr measure 2 indent 2,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,237.01945882457062
data_1883,grad22-Cr measure 2 indent 3,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,250.7991749317778
data_1884,grad22-Cr measure 2 indent 4,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,204.75641168430812
data_1885,grad22-Cr measure 2 indent 5,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,258.1860625251324
data_1886,grad22-Cr measure 3 indent 1,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,232.13383482500444
data_1887,grad22-Cr measure 3 indent 2,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,242.55215601729972
data_1888,grad22-Cr measure 3 indent 3,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,221.82887772322692
data_1889,grad22-Cr measure 3 indent 4,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,227.21225170964257
data_1890,grad22-Cr measure 3 indent 5,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,236.74847417993251
data_1891,grad22-Cr measure 4 indent 1,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,224.37385006213012
data_1892,grad22-Cr measure 4 indent 2,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,228.93275754860935
data_1893,grad22-Cr measure 4 indent 3,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,223.68662620933233
data_1894,grad22-Cr measure 4 indent 4,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,228.66571152904126
data_1895,grad22-Cr measure 4 indent 5,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,229.1174266954665
data_1896,grad22-Cr measure 5 indent 1,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,230.4481260276713
data_1897,grad22-Cr measure 5 indent 2,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,230.49924788194863
data_1898,grad22-Cr measure 5 indent 3,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,228.47972843798595
data_1899,grad22-Cr measure 5 indent 4,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,221.31977596608795
data_1900,grad22-Cr measure 5 indent 5,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,217.56027251970804
data_1901,grad22-Cr measure 6 indent 1,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,217.66132827590198
data_1902,grad22-Cr measure 6 indent 2,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,226.29399994098807
data_1903,grad22-Cr measure 6 indent 3,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,219.34970655546175
data_1904,grad22-Cr measure 6 indent 4,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,229.2635924017938
data_1905,grad22-Cr measure 6 indent 5,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,217.17255513191017
data_1906,grad22-Cr measure 7 indent 1,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,210.6806193458176
data_1907,grad22-Cr measure 7 indent 2,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,213.6345590863184
data_1908,grad22-Cr measure 7 indent 3,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,219.55844745297685
data_1909,grad22-Cr measure 7 indent 4,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,213.75353702974138
data_1910,grad22-Cr measure 7 indent 5,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,213.99414814119078
data_1911,grad22-Cr measure 8 indent 1,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,182.22450038437321
data_1912,grad22-Cr measure 8 indent 2,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,168.77036808023496
data_1913,grad22-Cr measure 8 indent 3,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,167.62875832120562
data_1914,grad22-Cr measure 8 indent 4,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,177.0744016897728
data_1915,grad22-Cr measure 8 indent 5,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,171.69302739760144
data_1916,grad22-Cr measure 9 indent 1,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,161.2833594355133
data_1917,grad22-Cr measure 9 indent 2,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.52471054334612
data_1918,grad22-Cr measure 9 indent 3,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.22636164218022
data_1919,grad22-Cr measure 9 indent 4,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,167.89230449751844
data_1920,grad22-Cr measure 9 indent 5,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.7274077354882
data_1921,grad22-Cr measure 10 indent 1,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,157.86263667241644
data_1922,grad22-Cr measure 10 indent 2,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,161.99770687845427
data_1923,grad22-Cr measure 10 indent 3,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,159.40008830235666
data_1924,grad22-Cr measure 10 indent 4,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,155.250859514041
data_1925,grad22-Cr measure 10 indent 5,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,164.14348863679888
data_1926,grad22-NbTiZrMo measure 1 indent 1,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,161.9592215019978
data_1927,grad22-NbTiZrMo measure 1 indent 2,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,157.8614108127102
data_1928,grad22-NbTiZrMo measure 1 indent 3,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,154.03097433641227
data_1929,grad22-NbTiZrMo measure 1 indent 4,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,160.44012483904524
data_1930,grad22-NbTiZrMo measure 1 indent 5,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,160.644965871374
data_1931,grad22-NbTiZrMo measure 2 indent 1,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,157.16558238885855
data_1932,grad22-NbTiZrMo measure 2 indent 2,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,156.8270784095936
data_1933,grad22-NbTiZrMo measure 2 indent 3,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,158.88974631743463
data_1934,grad22-NbTiZrMo measure 2 indent 4,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,153.70580598755095
data_1935,grad22-NbTiZrMo measure 2 indent 5,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,159.0974469115723
data_1936,grad22-NbTiZrMo measure 3 indent 1,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,162.5019581176051
data_1937,grad22-NbTiZrMo measure 3 indent 2,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,159.83738669993102
data_1938,grad22-NbTiZrMo measure 3 indent 3,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,160.2153917620979
data_1939,grad22-NbTiZrMo measure 3 indent 4,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,157.97533748165114
data_1940,grad22-NbTiZrMo measure 3 indent 5,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,153.69620236482854
data_1941,grad22-NbTiZrMo measure 4 indent 1,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,156.20888796932704
data_1942,grad22-NbTiZrMo measure 4 indent 2,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,155.7568227463193
data_1943,grad22-NbTiZrMo measure 4 indent 3,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,156.61747280820094
data_1944,grad22-NbTiZrMo measure 4 indent 4,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,154.33646353534164
data_1946,grad22-NbTiZrMo measure 5 indent 1,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,151.99803931351914
data_1947,grad22-NbTiZrMo measure 5 indent 2,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,151.3020051818939
data_1948,grad22-NbTiZrMo measure 5 indent 3,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,147.93891600996238
data_1949,grad22-NbTiZrMo measure 5 indent 4,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,147.72572152351728
data_1950,grad22-NbTiZrMo measure 5 indent 5,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,148.13618388727895
data_1952,grad22-NbTiZrMo measure 6 indent 2,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,152.51802979438375
data_1953,grad22-NbTiZrMo measure 6 indent 3,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,149.86704948689754
data_1954,grad22-NbTiZrMo measure 6 indent 4,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,151.2072812541796
data_1955,grad22-NbTiZrMo measure 6 indent 5,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,151.55325061924273
data_1956,grad22-NbTiZrMo measure 7 indent 1,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,148.96486877697498
data_1957,grad22-NbTiZrMo measure 7 indent 2,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,147.06528380398615
data_1958,grad22-NbTiZrMo measure 7 indent 3,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,146.94133017693667
data_1959,grad22-NbTiZrMo measure 7 indent 4,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,149.32210342212952
data_1960,grad22-NbTiZrMo measure 7 indent 5,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,151.95824296236336
data_1961,grad22-NbTiZrMo measure 8 indent 1,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,143.87848820591137
data_1962,grad22-NbTiZrMo measure 8 indent 2,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,141.25434037171482
data_1963,grad22-NbTiZrMo measure 8 indent 3,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,142.2062485028273
data_1964,grad22-NbTiZrMo measure 8 indent 4,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,139.31551558590797
data_1965,grad22-NbTiZrMo measure 8 indent 5,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,142.43247954173862
data_1966,grad22-NbTiZrMo measure 9 indent 1,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,133.7439372588924
data_1967,grad22-NbTiZrMo measure 9 indent 2,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,131.18716398826217
data_1968,grad22-NbTiZrMo measure 9 indent 3,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,140.1415345610373
data_1969,grad22-NbTiZrMo measure 9 indent 4,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,136.21985337208224
data_1970,grad22-NbTiZrMo measure 9 indent 5,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,138.20066529005086
data_1971,grad22-NbTiZrMo measure 10 indent 1,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,131.77264452303
data_1972,grad22-NbTiZrMo measure 10 indent 2,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,133.0455141997171
data_1973,grad22-NbTiZrMo measure 10 indent 3,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,129.82716939903554
data_1974,grad22-NbTiZrMo measure 10 indent 4,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,126.81528759253973
data_1975,grad22-NbTiZrMo measure 10 indent 5,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,130.0151849401035
data_1976,grad23-Mo measure 1 indent 1,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,309.7311207967331
data_1977,grad23-Mo measure 1 indent 2,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,320.4501228524718
data_1978,grad23-Mo measure 1 indent 3,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,294.82723124252425
data_1979,grad23-Mo measure 1 indent 4,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,310.5555486771985
data_1980,grad23-Mo measure 1 indent 5,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,317.1554957968889
data_1981,grad23-Mo measure 2 indent 1,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,294.3832123170116
data_1982,grad23-Mo measure 2 indent 2,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,297.8458273515325
data_1983,grad23-Mo measure 2 indent 3,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,290.1549581320918
data_1984,grad23-Mo measure 2 indent 4,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,287.58128397898287
data_1985,grad23-Mo measure 2 indent 5,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,313.26287820860097
data_1986,grad23-Mo measure 3 indent 1,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,291.9281794890776
data_1987,grad23-Mo measure 3 indent 2,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,302.0259900634939
data_1988,grad23-Mo measure 3 indent 3,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,280.6489115929388
data_1989,grad23-Mo measure 3 indent 4,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,277.90911886246624
data_1990,grad23-Mo measure 3 indent 5,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,303.9552765146367
data_1991,grad23-Mo measure 4 indent 1,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,321.31122108980026
data_1992,grad23-Mo measure 4 indent 2,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,298.61213742438514
data_1993,grad23-Mo measure 4 indent 3,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,298.7994166887649
data_1994,grad23-Mo measure 4 indent 4,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,279.80793457435016
data_1995,grad23-Mo measure 4 indent 5,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,286.14873313696626
data_1996,grad23-Mo measure 5 indent 1,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,289.969370897559
data_1997,grad23-Mo measure 5 indent 2,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,286.1400975322506
data_1998,grad23-Mo measure 5 indent 3,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,312.86823549979766
data_1999,grad23-Mo measure 5 indent 4,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,283.17484432519257
data_2000,grad23-Mo measure 5 indent 5,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,276.7796011867641
data_2001,grad23-Mo measure 6 indent 1,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,374.49119853223084
data_2002,grad23-Mo measure 6 indent 2,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,293.2380783483003
data_2003,grad23-Mo measure 6 indent 3,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,301.9112023217707
data_2004,grad23-Mo measure 6 indent 4,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,291.1637883163229
data_2005,grad23-Mo measure 6 indent 5,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,204.69141341962046
data_2006,grad23-Mo measure 7 indent 1,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,273.6847267864585
data_2007,grad23-Mo measure 7 indent 2,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,301.68632585410194
data_2008,grad23-Mo measure 7 indent 3,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,278.5650104238183
data_2009,grad23-Mo measure 7 indent 4,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,301.90627118208477
data_2010,grad23-Mo measure 7 indent 5,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,295.27516215368524
data_2011,grad23-Mo measure 8 indent 1,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,276.72881436176414
data_2012,grad23-Mo measure 8 indent 2,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,300.5744838465337
data_2013,grad23-Mo measure 8 indent 3,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,287.26932885190797
data_2014,grad23-Mo measure 8 indent 4,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,282.66246358842415
data_2015,grad23-Mo measure 8 indent 5,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,249.82066134957617
data_2016,grad23-Mo measure 9 indent 1,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,270.3497274978456
